ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
1970	11,4,9,3,5,5,2,4,3,0,0,6,1,3,6,8	422,881,1510,541,552,529,302,346,1356,428,930,744,155,838,716,448	11,7,8,7,0,12,2,2,3,1,7,6,0,8,9,3	669,1135,1159,1019,334,625,283,332,1199,494,979,1057,132,451,659,451	289	269
1972	0,0,1,1,0,6,0,0,0,0,3,6,0,3,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,1,3,4,0,0,1,0,1,0,0,5,1,1	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	297	269
1973	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0	311	269
1974	3,30,26,9,36,24,7,3,17,46,28,4,0,41,9,37	0,2,0,1,5,3,0,0,0,14,5,0,0,2,1,0	1,48,10,12,14,18,3,7,24,42,15,3,0,37,7,16	0,5,0,2,0,0,0,1,0,24,0,1,0,3,1,0	287	269
1975	0,1,0,0,0,0,0,0,0,11,0,5,1,3,12,7	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2	0,0,0,0,0,5,0,0,5,2,0,0,2,8,8,17	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	304	269
1977	5,19,34,9,23,50,13,14,19,54,50,57,15,35,75,37	24,43,70,11,36,76,35,29,29,65,113,126,26,53,202,68	3,16,15,9,36,62,16,21,13,70,20,18,13,40,80,30	14,23,59,19,75,72,17,41,33,66,44,21,20,49,157,95	272	269
1979	64,407,423,236,388,185,134,248,585,742,802,317,25,719,131,780	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2	277,572,498,429,449,180,112,321,570,825,841,248,18,587,118,797	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	558	269
1981	0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1	0,0,0,0,2,0,0,0,0,3,2,1,0,1,0,5	0,1,0,0,0,0,2,0,0,0,0,6,0,0,0,0	0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,1	286	269
1982	0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2	0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0	286	269
1983	0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1	402	269
1984	1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7	0,7,4,5,0,2,0,0,5,0,3,2,2,18,6,7	0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1	0,7,6,3,2,8,0,1,2,0,1,0,0,2,3,0	402	269
1985	2,0,0,0,4,80,0,0,0,1,0,1,4,3,22,2	42,43,64,328,266,1458,29,167,155,52,21,200,92,213,1018,87	0,0,1,2,5,78,1,3,1,10,1,0,7,5,31,5	37,23,87,556,216,1338,22,207,162,71,11,136,173,139,929,119	335	269
1987	30,34,51,40,47,110,32,19,45,36,118,110,7,73,61,41	2,6,12,2,5,1,1,1,0,2,9,11,1,5,4,7	50,53,65,39,39,86,21,30,74,41,54,62,2,42,39,40	4,7,5,5,2,7,2,3,9,0,7,7,0,1,5,3	272	269
1995	0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0	0,0,0,4,0,1,0,0,0,0,0,4,0,2,2,0	0,0,6,0,0,2,0,0,0,0,1,0,0,0,0,0	0,0,0,0,1,2,0,1,4,0,1,0,0,2,1,0	396	269
1999	1,25,16,11,19,18,7,13,40,34,16,34,1,35,9,28	3,1,0,2,0,3,0,2,5,0,6,1,0,0,0,2	0,17,21,13,17,11,2,20,13,23,37,22,1,25,16,59	6,1,0,0,7,1,1,0,0,0,4,0,0,5,2,4	305	269
2002	31,52,82,30,12,28,30,1,22,23,21,6,4,30,16,31	21,44,54,9,7,26,13,0,26,13,25,4,4,20,11,29	47,57,75,19,7,36,41,8,36,12,15,8,9,10,26,15	17,57,75,30,6,30,18,5,25,5,14,4,5,3,6,16	291	269
2003	3,4,5,2,5,7,1,1,6,0,4,0,2,11,2,0	106,201,277,158,128,134,90,62,301,202,227,128,25,226,84,207	5,1,7,1,0,5,1,4,3,0,2,0,0,4,3,3	167,159,278,333,101,113,81,93,270,155,202,96,33,78,106,140	291	269
2008	0,0,1,0,0,7,0,0,0,1,0,1,16,0,28,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0	0,0,1,0,0,7,0,0,0,0,0,0,13,0,50,0	0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0	290	269
2009	0,0,1,0,0,54,1,0,3,6,0,6,45,0,344,0	0,1,4,2,0,52,1,0,0,2,0,6,40,0,202,0	0,0,3,9,0,58,2,0,4,0,0,0,100,0,328,3	0,0,3,0,0,42,0,0,0,0,0,10,54,0,175,2	290	269
2011	0,12,15,2,107,4,9,95,15,142,158,120,0,123,1,123	0,0,1,0,2,0,0,2,4,2,5,1,0,4,0,0	0,2,1,3,64,8,6,86,18,83,116,59,0,55,2,59	0,0,0,0,2,0,0,1,2,2,2,1,0,0,0,0	287	269
2015	0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1	0,0,0,0,0,0,11,1,0,2,0,1,0,0,0,7	284	269
2021	7,1,5,8,9,19,0,2,8,27,16,13,1,25,4,11	0,0,0,2,0,0,2,0,0,0,0,6,0,0,0,3	1,2,12,30,12,8,7,4,20,21,8,8,2,32,8,68	0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,3	320	269
2024	4,2,2,1,6,11,2,3,1,4,10,15,0,9,9,18	0,0,1,0,0,2,0,6,1,1,3,6,0,0,0,2	0,2,16,2,17,9,1,9,3,8,23,11,0,15,0,20	0,1,1,0,1,1,0,0,0,2,5,1,0,1,2,7	272	269
2028	0,0,0,0,0,0,0,1,0,21,3,0,0,1,0,4	0,0,0,0,0,1,0,0,0,2,1,4,0,2,0,2	0,0,0,0,5,0,0,4,0,0,3,2,0,5,0,7	0,0,0,0,0,2,0,0,2,1,0,0,0,3,0,2	272	269
2031	5,0,3,4,16,58,14,2,5,30,40,84,0,22,12,58	1,0,2,0,3,14,3,1,3,17,1,4,0,1,4,11	0,3,6,7,40,26,15,18,7,28,55,26,0,59,15,85	0,2,0,0,8,8,2,4,0,0,6,11,0,15,1,15	299	269
2032	0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2	0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0	0,0,0,0,0,1,0,1,0,0,3,0,0,1,0,0	0,0,1,0,0,0,0,1,2,0,1,3,0,1,0,0	329	269
2033	2,0,0,0,2,0,0,0,0,0,2,0,2,0,0,1	0,5,3,4,3,8,4,9,3,7,49,36,0,13,3,12	0,0,0,0,2,1,1,1,0,1,0,0,0,1,0,1	0,1,3,1,38,11,7,22,3,11,83,11,1,48,5,41	351	269
2034	0,3,3,0,14,3,1,13,5,9,30,4,0,20,1,24	1,8,7,4,33,2,5,13,3,32,42,26,0,32,3,8	0,3,4,1,14,3,0,6,2,14,31,2,1,18,2,8	1,6,3,2,26,2,4,15,13,17,38,5,1,37,0,17	272	269
2035	1,4,6,6,6,6,3,5,4,4,32,19,2,2,1,7	0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0	1,6,3,3,13,9,2,2,10,9,27,4,2,21,1,6	0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0	290	269
2036	0,0,0,1,3,11,5,0,0,6,22,25,0,3,4,13	0,3,1,5,4,18,3,8,2,17,34,59,0,13,6,35	0,0,0,0,14,11,5,1,2,8,19,14,0,23,3,20	0,0,0,2,37,26,3,18,0,35,50,15,0,40,11,82	272	269
2037	0,0,0,0,1,2,2,0,0,1,0,13,0,1,0,1	0,0,0,0,0,0,0,0,0,2,2,7,0,4,0,3	0,0,0,0,3,0,0,0,0,0,0,8,0,4,0,2	0,0,0,0,5,0,2,0,1,9,1,18,0,1,0,1	272	269
2039	11,11,7,28,369,287,142,341,17,464,396,952,21,474,222,534	0,0,0,2,6,8,8,4,1,8,3,28,0,9,4,14	1,10,4,19,480,235,167,420,8,405,459,606,18,424,218,816	0,1,0,0,12,7,1,17,0,8,8,17,0,9,9,14	281	269
2041	1,1,1,3,0,3,0,1,5,6,0,5,0,7,0,4	0,0,3,0,0,0,0,0,0,6,3,0,0,0,0,0	2,6,0,2,1,3,0,1,6,1,9,5,0,3,0,7	0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,2	279	269
2042	0,0,0,3,0,9,1,0,0,3,2,4,1,7,3,2	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	0,2,3,0,10,6,0,1,0,1,4,0,0,5,3,15	0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0	299	269
2043	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1	0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0	332	269
2044	0,2,0,0,1,6,0,1,0,2,1,4,0,1,1,0	0,0,0,0,3,0,0,0,1,0,2,4,0,4,0,2	0,0,0,0,5,3,0,0,0,0,2,0,0,3,1,0	0,2,0,0,0,4,1,0,0,0,3,1,1,1,0,1	272	269
2045	23,22,15,6,72,86,24,71,27,115,272,239,2,90,24,86	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0	1,28,13,15,234,91,25,108,19,81,292,110,1,156,31,201	0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0	273	269
2046	0,2,4,2,0,5,0,0,4,1,1,2,0,4,0,4	0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0	0,1,3,0,0,0,0,1,4,2,2,0,0,0,2,1	0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0	354	269
2047	0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0	0,0,0,0,4,8,0,2,0,0,0,3,0,0,1,0	0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0	0,0,0,9,1,3,0,6,1,0,0,0,0,1,2,0	334	269
2050	11,13,3,29,44,74,8,48,60,42,56,169,1,146,64,36	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	9,15,12,56,79,52,4,86,55,50,80,85,0,70,32,30	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	273	269
2051	2,0,0,0,0,0,0,1,0,1,0,9,0,7,2,0	7,4,6,34,54,56,5,78,33,22,60,190,1,80,32,43	0,1,0,0,1,1,0,0,2,0,6,3,0,0,0,0	9,1,2,30,97,31,7,99,32,53,83,108,1,96,14,67	281	269
2054	25,17,19,72,142,135,14,182,79,64,202,652,5,228,97,72	0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0	19,15,19,84,257,81,14,277,101,127,263,382,2,203,74,159	0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,4	273	269
2055	0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0	0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	290	269
2056	0,4,9,6,8,75,3,17,6,0,0,24,18,15,84,16	1,4,14,27,17,133,8,14,3,22,0,43,28,23,118,19	0,8,5,1,87,101,1,58,2,25,0,9,14,49,53,46	0,2,10,7,120,154,4,64,1,30,2,11,28,93,105,81	272	269
2057	0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,3,6,0,5,0,0,4,6,0,8,0,10	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,4,1,0,11,5,0,6,2,18,6,11,0,5,0,16	299	269
2060	0,3,7,3,25,26,5,28,3,22,70,60,0,61,12,49	2,3,4,4,35,9,7,34,6,22,49,61,0,53,14,22	1,2,3,2,35,15,5,23,8,41,51,38,0,29,6,30	0,6,8,2,27,21,13,24,7,12,29,43,0,14,8,29	272	269
2061	0,0,1,1,5,1,2,0,2,10,6,10,0,2,0,3	0,1,0,0,3,0,0,2,1,11,9,13,0,4,0,0	0,0,0,0,4,0,5,1,0,0,4,0,1,0,2,2	0,0,0,0,6,1,0,2,5,0,8,1,0,0,0,0	272	269
2063	190,366,360,496,1383,258,451,826,1403,645,2227,1207,72,1406,281,568	2,10,20,4,20,3,6,13,21,5,21,26,1,22,3,9	297,416,379,925,776,275,369,679,1268,807,1712,1301,38,637,311,421	3,7,8,17,6,8,6,6,10,5,19,20,3,10,2,2	392	269
2065	1,0,2,0,0,2,0,0,0,8,2,6,1,0,0,0	4,4,6,3,0,3,0,0,2,3,4,13,1,3,0,0	0,0,3,0,0,1,0,0,1,0,0,1,0,0,2,0	0,2,4,0,0,4,5,1,4,0,0,0,1,5,2,2	287	269
2067	0,0,1,0,2,5,4,1,1,4,62,29,1,6,5,3	0,1,2,0,0,0,3,0,0,2,18,11,0,1,1,0	0,1,1,1,18,3,5,11,2,0,44,25,0,6,0,6	0,0,1,0,2,1,6,4,1,5,19,11,0,1,0,6	497	269
2069	1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	273	269
2072	0,0,0,5,0,2,0,1,4,0,3,19,1,2,0,5	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,1,1,2,0,2,1,1,6,0,0,1,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	272	269
2073	7,0,1,11,0,3,2,0,6,0,1,0,0,20,0,1	1,0,0,2,0,2,0,0,1,0,0,0,0,5,0,1	5,0,1,8,2,10,0,1,0,11,0,0,0,3,0,4	0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2	278	269
2074	0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0	0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0	0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0	0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0	374	269
2075	0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2	0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0	306	269
2076	5,39,24,40,74,55,47,67,45,65,221,148,1,90,46,94	1,3,0,1,0,1,0,0,0,0,4,0,0,0,0,0	5,42,45,38,72,42,43,64,95,49,130,80,0,55,40,69	0,1,0,0,0,0,0,3,0,2,2,0,0,1,0,0	377	269
2077	5,38,21,39,71,54,45,61,44,65,213,146,1,85,38,93	0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3	3,40,42,36,71,41,43,62,87,49,125,74,0,53,34,69	0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0	377	269
2078	34,86,49,77,238,134,141,216,132,250,752,516,2,341,119,300	1,3,10,5,33,12,6,18,7,13,36,32,0,38,16,25	12,81,109,110,213,124,121,183,203,194,401,234,3,182,116,226	0,2,9,10,18,14,17,15,21,9,25,28,0,13,7,15	377	269
2079	0,0,1,1,1,2,0,0,0,0,1,5,0,1,1,0	0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0	0,0,0,1,5,3,0,1,0,0,0,2,0,4,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1	334	269
2080	0,0,0,1,0,2,0,0,0,0,1,1,0,3,4,1	0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0	0,0,0,1,5,1,0,1,0,0,0,1,0,2,0,2	0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1	337	269
2081	0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1	0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1	0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0	272	269
2082	0,1,1,16,14,8,0,4,11,12,9,14,1,25,3,11	3,5,3,7,6,5,1,7,4,8,3,28,1,15,16,7	0,1,3,7,16,7,0,14,5,1,2,13,0,9,4,13	0,2,1,9,14,8,0,23,8,2,0,17,1,4,7,17	337	269
2083	6,55,112,36,29,23,10,15,63,55,57,53,12,81,29,75	0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0	4,41,136,56,41,31,10,36,43,64,32,96,2,47,26,99	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	274	269
2084	1,0,1,0,4,8,0,0,0,1,9,5,0,1,5,3	0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0	0,0,1,0,1,4,0,2,0,2,2,4,0,0,2,4	0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0	272	269
2086	12,30,16,18,22,39,101,24,20,86,139,100,9,49,69,46	3,5,10,7,8,14,18,5,2,18,22,21,0,16,20,22	5,17,30,15,54,71,78,46,26,44,129,48,2,44,62,80	1,4,7,9,12,27,22,10,7,3,28,9,1,15,17,29	361	269
2088	17,46,58,35,378,47,19,360,182,149,667,234,5,417,60,262	12,51,43,48,386,32,22,359,246,167,639,241,5,429,51,273	19,71,77,76,227,49,27,231,100,155,436,190,5,208,40,205	40,57,69,91,212,44,31,273,91,94,445,190,7,183,67,242	272	269
2090	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0	0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1	285	269
2091	4,3,24,2,4,13,0,7,6,10,0,13,1,21,4,35	0,0,1,0,1,0,0,0,0,6,0,0,0,1,0,0	2,9,11,4,6,19,0,4,7,8,0,5,0,1,2,7	0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,2	356	269
2092	4,3,24,2,4,13,0,7,6,10,0,13,1,21,4,34	0,0,1,0,1,0,0,0,0,6,0,0,0,1,0,0	2,9,10,4,6,20,0,4,7,9,0,5,0,1,2,7	0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,2	372	269
2093	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1	0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0	285	269
2095	42,82,77,70,94,44,42,86,195,24,382,194,9,116,41,94	23,68,105,91,114,54,42,93,188,112,425,257,6,136,31,105	86,131,97,106,112,35,55,73,88,24,258,87,9,58,32,87	74,78,123,94,123,46,52,85,114,30,283,126,5,60,32,96	302	269
2099	0,6,0,4,2,5,0,0,1,8,2,27,0,1,5,4	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,2,2,1,4,11,4,4,4,12,12,6,1,7,10,21	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	310	269
2101	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0	272	269
2104	2,0,0,0,3,3,6,1,0,0,2,10,0,2,1,0	0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1	0,3,3,2,3,2,1,3,0,17,7,0,2,7,1,5	0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0	323	269
2105	6,13,9,8,42,13,5,24,22,20,87,21,1,15,8,15	98,426,449,745,1363,412,157,1534,1514,806,3658,1201,16,1286,315,942	2,9,6,12,22,8,4,23,14,15,96,17,1,23,10,23	192,444,480,1173,1008,320,130,1221,911,748,3256,770,29,841,286,950	290	269
2110	0,0,0,0,0,2,0,0,0,0,0,4,0,1,0,4	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1	272	269
2114	21,34,25,36,67,124,54,63,13,156,221,262,12,185,77,250	1,1,7,1,4,4,3,3,0,26,7,3,0,6,3,9	4,16,38,42,152,140,45,82,33,130,214,149,5,150,58,303	0,2,2,1,9,10,2,5,1,4,11,7,0,4,6,11	1219	269
2116	0,0,0,0,1,6,0,0,0,342,1,2,0,8,0,55	0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,10	0,0,0,0,0,2,0,0,0,334,0,4,0,7,1,45	0,0,0,0,0,1,0,0,0,44,0,0,0,0,0,5	321	269
2117	0,1,0,88,17,0,2,9,10,0,0,108,4,2,0,0	0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0	0,0,0,27,9,0,2,9,6,0,0,79,0,2,2,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	380	269
2120	0,0,4,1,9,10,6,5,4,16,20,24,2,8,4,8	32,119,110,112,327,298,159,306,134,370,562,738,30,407,308,442	5,1,3,4,6,13,2,5,7,7,12,8,1,5,1,14	40,133,158,125,267,282,152,265,186,244,483,489,26,300,226,369	293	269
2122	0,1,1,0,19,0,0,1,0,87,10,350,0,16,0,12	0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0	0,0,5,0,57,1,0,5,0,141,0,132,0,5,0,49	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	383	269
2123	0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,4	0,0,2,0,0,1,1,0,0,2,6,1,0,1,0,0	0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0	0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,1	344	269
2125	6,7,3,2,0,11,0,3,0,1,10,20,2,2,20,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	5,7,4,6,10,11,2,6,3,10,14,7,0,8,25,5	0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0	284	269
2126	5,4,7,11,4,18,2,5,3,1,17,27,2,5,24,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	3,4,11,6,22,17,6,6,0,1,15,5,4,16,18,13	0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0	371	269
2132	0,0,0,0,4,0,2,0,0,0,2,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0	0,0,0,0,0,0,0,2,0,3,0,4,0,0,0,0	0,0,0,0,0,0,0,0,3,0,1,3,0,0,0,0	302	269
2133	5,1,0,2,12,5,0,16,3,0,15,98,1,7,1,7	0,0,0,0,0,0,0,2,1,0,6,10,0,0,0,0	1,1,0,0,66,0,0,33,3,25,26,20,0,8,1,9	0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	302	269
2134	66,18,18,27,20,828,31,48,11,137,39,43,217,42,491,95	566,177,253,296,326,5841,187,479,135,1070,390,299,1540,504,3492,781	8,12,36,17,52,764,17,93,29,106,36,32,192,39,428,97	61,200,321,184,369,5552,135,752,280,832,263,178,1416,271,3065,724	290	269
2137	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1	0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0	287	269
2138	0,0,0,0,0,0,0,4,0,0,1,0,0,5,1,1	0,0,0,0,1,0,0,1,0,8,2,2,0,1,0,0	0,0,0,0,2,1,0,1,0,9,3,0,0,7,1,2	0,1,0,0,3,0,0,3,0,0,3,1,0,4,0,0	287	269
2139	15,16,44,33,98,80,178,43,31,77,163,274,16,109,96,89	6,7,10,19,47,49,91,19,13,53,85,212,6,79,44,45	11,25,33,42,169,74,150,97,10,137,198,87,6,234,97,382	6,15,7,12,122,48,79,43,21,58,102,68,3,129,40,168	272	269
2140	175,317,407,623,406,478,208,293,695,547,685,600,94,772,666,649	0,0,0,0,0,2,0,2,1,0,0,0,0,2,0,0	457,343,514,739,385,489,220,356,538,575,653,442,91,417,528,632	0,6,0,10,0,2,0,1,0,0,3,0,0,0,0,0	299	269
2141	147,282,329,601,271,257,109,186,653,292,358,291,64,347,339,388	2,4,0,6,2,3,0,2,8,0,4,1,0,2,4,10	552,385,499,755,197,247,88,191,369,227,328,168,81,215,313,310	6,0,9,5,0,1,2,3,11,0,4,4,0,4,1,0	388	269
2142	1,6,0,5,1,0,1,2,3,0,3,1,0,3,3,1	0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0	0,0,2,2,4,1,0,7,7,5,3,5,0,1,8,4	0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0	339	269
2143	6,28,23,18,12,8,22,20,60,4,36,53,0,42,21,23	0,0,1,0,0,1,3,0,9,0,8,2,0,5,0,0	4,27,28,41,17,21,11,8,61,3,24,19,1,18,17,18	0,0,0,3,1,1,2,3,0,1,6,2,0,4,2,2	339	269
2144	0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0	2,68,59,0,0,5,1,0,0,0,1,0,0,2,0,0	0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0	0,90,58,0,0,4,0,0,0,0,0,0,0,3,0,0	287	269
2150	10,14,9,5,80,75,3,25,5,132,58,115,1,201,26,289	0,0,0,0,1,2,0,1,0,4,0,5,0,4,0,5	4,8,11,5,91,84,0,48,42,95,72,36,2,169,17,351	0,0,0,0,4,0,0,0,0,0,1,0,0,1,1,10	301	269
2152	0,0,0,0,1,2,2,3,0,5,28,31,0,6,2,16	0,0,0,0,5,1,3,1,0,20,19,33,0,9,0,14	0,0,0,0,8,2,1,4,0,2,9,3,0,10,0,15	0,0,4,0,16,4,7,3,6,7,19,12,0,23,1,26	272	269
2156	2,0,6,2,35,21,7,25,8,32,76,80,7,52,9,46	1,1,1,1,20,4,11,5,3,26,29,81,2,26,5,42	1,6,7,0,37,22,10,12,17,19,96,38,0,60,14,50	0,0,0,4,44,9,5,17,15,41,49,21,0,48,3,46	272	269
2157	6,22,10,5,13,40,17,12,4,20,56,94,0,27,16,42	1,2,6,3,12,29,11,6,6,5,40,120,0,20,11,33	3,13,13,0,40,83,34,4,18,17,41,19,0,34,16,50	0,4,3,4,22,32,15,13,13,34,30,15,0,32,12,34	272	269
2158	1,9,27,6,7,1,10,0,2,0,4,10,0,4,1,6	4,33,63,19,14,29,19,5,22,8,41,49,0,19,8,20	0,13,6,2,0,9,1,1,12,6,3,9,0,5,0,5	4,43,29,24,11,28,11,4,32,18,12,21,2,17,13,13	272	269
2159	3,3,0,5,0,61,1,0,8,9,1,0,0,1,0,0	0,1,0,0,0,12,0,0,2,0,0,0,1,0,0,0	1,1,3,0,2,61,1,0,0,0,0,0,0,7,0,0	0,0,0,0,0,7,2,0,0,0,0,0,0,1,0,0	272	269
2160	1,3,1,2,2,1,5,3,4,7,16,13,0,9,5,5	0,4,2,0,0,2,6,0,2,0,9,5,0,4,1,4	0,3,2,2,6,2,3,0,0,9,4,2,0,8,1,14	0,1,3,0,2,2,5,1,2,14,0,0,0,6,5,2	272	269
