ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
1113	4,2,12,4,8,3,1,2,6,2,1,4,0,2,0,1	3,1,1,1,0,4,2,2,1,1,1,2,0,0,0,1	2,4,3,5,1,8,0,0,3,0,5,0,0,2,1,6	0,5,5,3,1,2,0,1,1,0,2,0,0,3,0,1	277	269
1114	18,26,52,29,7,36,2,3,45,20,20,38,2,19,12,20	5,15,25,11,11,9,4,1,8,8,17,13,0,12,3,14	11,23,28,21,10,39,1,10,97,19,23,28,0,9,4,27	4,15,15,10,4,10,4,2,5,17,14,6,0,7,7,15	277	269
1117	0,0,0,6,0,0,0,0,1,4,1,6,0,2,0,0	0,1,0,1,1,0,0,0,4,0,2,3,0,0,0,1	1,0,0,2,3,0,0,1,5,4,3,0,0,3,0,0	0,0,0,2,1,0,1,0,16,0,1,0,0,0,0,2	271	269
1120	0,0,0,0,2,0,0,0,0,2,0,0,0,4,2,3	0,0,0,0,1,2,0,0,0,0,6,18,0,0,6,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1	0,0,0,1,1,2,2,4,0,0,14,9,1,3,3,5	283	269
1122	0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0	0,0,1,0,0,6,1,0,1,18,9,5,0,1,0,12	0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0	0,0,2,1,2,5,1,0,1,0,4,0,0,0,0,10	373	269
1123	0,0,1,0,3,5,0,0,3,10,5,28,0,15,0,11	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,2,4,0,6,6,0,4,5,40,2,8,0,17,0,18	0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1	538	269
1126	1,33,49,38,87,122,19,71,60,132,202,156,5,193,113,211	0,7,14,5,8,23,0,2,4,38,20,9,0,22,18,41	11,45,59,44,83,181,25,75,67,56,131,84,7,65,84,133	2,6,6,3,10,33,0,1,3,22,3,0,0,7,20,29	290	269
1127	2,5,1,1,2,0,2,0,6,8,6,3,0,9,0,11	0,1,6,0,8,7,0,0,0,6,3,8,0,11,0,12	1,3,1,2,0,0,1,0,4,3,2,8,0,0,0,0	2,6,1,4,2,2,1,2,11,0,2,0,0,1,0,5	499	269
1130	15,33,25,17,4,42,0,0,16,8,7,1,5,12,59,14	0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,0	65,63,25,14,0,28,2,0,11,13,2,0,1,8,66,14	0,1,2,1,0,0,0,0,0,0,0,0,0,1,5,3	329	269
1131	0,2,2,0,3,2,4,0,8,0,6,4,0,9,5,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	2,1,2,0,5,0,0,2,16,0,3,0,0,4,4,2	0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1	361	269
1133	170,328,661,225,245,357,162,187,224,443,553,480,50,409,159,492	37,125,229,71,94,70,53,96,58,147,179,121,20,206,51,189	134,373,538,245,264,404,146,170,341,353,522,311,50,330,267,525	54,151,226,83,94,92,37,84,114,136,200,131,9,145,61,212	272	269
1134	0,0,0,0,7,4,0,3,9,52,31,19,0,33,0,47	0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0	2,0,3,0,16,6,1,1,4,16,15,5,0,18,0,34	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3	315	269
1135	0,0,0,0,0,0,1,0,0,4,0,0,0,0,2,0	1,1,5,4,0,3,6,0,0,0,1,15,0,0,2,0	0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0	0,0,0,0,3,5,6,2,4,0,5,5,0,3,0,2	538	269
1137	0,5,9,31,7,34,5,12,24,0,0,5,56,2,59,1	201,686,1742,10164,1956,4268,190,2363,4572,418,40,585,11211,859,10194,475	0,9,6,30,9,49,2,6,18,11,0,0,72,3,66,6	622,757,1282,10565,885,5049,227,1202,2866,339,15,713,13441,485,9302,409	342	269
1138	0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0	0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	293	269
1139	7,16,15,14,13,1,1,7,25,3,26,9,0,18,0,7	21,27,25,18,23,10,6,6,32,32,62,25,2,16,4,33	3,14,7,5,12,2,6,6,4,3,28,2,0,11,1,8	6,36,24,32,25,6,5,12,29,9,41,10,4,22,5,16	271	269
1144	0,0,0,1,0,0,0,0,1,0,0,0,6,1,6,0	14,7,16,60,22,116,6,41,29,20,0,148,358,128,604,42	1,0,0,0,0,0,0,0,0,0,0,1,1,1,4,3	3,8,10,56,64,94,4,82,41,5,0,74,323,160,502,69	310	269
1148	8,2,3,6,5,44,5,4,6,44,15,86,3,19,7,36	0,0,0,0,1,5,0,5,0,2,2,3,2,3,2,2	0,2,12,3,47,28,3,13,5,19,44,24,0,48,28,79	1,0,0,0,4,1,0,0,0,1,2,3,0,7,1,4	313	269
1150	2,12,2,30,8,66,0,16,13,84,5,58,3,34,39,36	0,3,1,1,2,5,0,0,0,2,1,25,0,4,7,9	4,11,10,4,23,72,7,4,18,49,8,13,2,56,24,56	0,2,0,0,5,4,0,2,0,20,1,1,0,8,6,19	271	269
1151	4,15,14,9,3,4,1,0,4,3,4,20,0,2,5,1	5,37,31,21,4,21,2,4,10,9,7,18,1,5,2,9	3,7,29,4,1,19,0,0,15,5,5,4,0,0,1,3	6,23,29,12,0,7,0,0,27,5,6,5,0,3,6,2	278	269
1154	0,1,0,0,3,0,0,0,1,3,4,5,0,0,0,1	0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2	0,1,2,0,3,1,1,1,3,13,0,0,0,10,0,4	0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0	289	269
1156	0,1,1,0,1,5,4,1,1,0,2,4,0,3,1,0	10,18,16,17,10,39,11,18,17,36,28,136,0,22,33,42	0,0,0,0,2,0,0,0,0,0,1,1,0,2,0,1	3,15,25,18,18,52,13,16,26,33,58,61,1,35,23,61	289	269
1157	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,1,2,0,0,0,9,0,0,0,0,0,1	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1	277	269
1158	0,3,0,4,6,2,0,0,1,0,0,0,0,1,2,3	0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0	0,4,8,0,2,5,0,0,9,3,0,0,0,2,1,0	0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0	310	269
1159	0,1,8,0,1,4,0,0,0,0,2,0,0,3,1,3	0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0	0,0,5,3,0,3,1,0,18,0,1,0,0,2,6,0	0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0	280	269
1160	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1	0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0	286	269
1162	0,0,0,0,1,1,0,0,0,5,1,30,0,0,4,1	6,3,4,7,9,7,4,15,0,7,9,179,1,8,8,24	0,0,0,0,4,0,0,4,1,0,3,6,0,2,2,2	2,3,0,2,25,10,1,8,7,11,12,49,0,16,4,10	272	269
1164	0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0	4,6,6,13,5,12,3,1,16,7,20,6,0,6,0,7	0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0	9,24,16,11,0,5,0,1,17,22,12,0,1,9,0,4	273	269
1165	15,1,5,24,92,4,6,88,26,5,35,21,5,28,16,13	567,352,495,815,4760,694,503,4147,827,1191,2850,1802,493,2328,947,1345	15,1,7,19,15,8,9,44,12,10,41,27,15,14,10,12	737,465,540,750,1235,709,436,1942,866,1006,2700,2470,561,1228,895,1364	288	269
1167	1,2,0,12,5,3,19,9,4,10,48,130,0,28,7,1	0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0	0,1,6,8,40,4,22,7,7,12,62,23,0,44,5,8	0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,1	277	269
1168	0,1,1,9,5,0,7,1,1,2,9,58,0,11,6,2	0,0,0,0,1,1,1,0,0,0,0,8,0,1,0,0	0,0,7,3,1,2,14,5,9,1,29,9,0,33,3,1	0,2,0,1,0,0,0,0,0,1,2,0,0,1,1,0	345	269
1169	0,1,1,0,4,2,2,3,0,6,6,4,0,4,0,2	0,1,0,0,4,0,0,0,0,0,0,0,0,3,0,3	0,0,0,0,0,1,0,0,0,2,0,0,0,8,0,2	0,1,0,0,4,0,0,2,0,0,3,0,0,6,1,0	328	269
1173	0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,21,0,0,0,0,0,0,0,7,0,2	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,3	307	269
1174	0,1,0,2,0,1,0,0,2,5,0,17,1,2,2,1	0,2,2,5,1,1,1,1,5,3,5,31,0,5,4,6	0,0,0,0,7,4,0,0,4,0,2,1,0,4,3,0	0,0,1,0,6,9,3,5,2,7,4,21,0,15,7,13	272	269
1178	3,1,2,6,17,10,2,15,12,21,21,21,4,20,28,23	241,270,281,513,987,412,495,901,900,575,1589,1002,108,1192,656,948	4,6,2,10,22,10,11,5,6,6,20,6,2,11,8,25	132,255,404,570,717,384,437,654,628,482,1260,585,114,557,576,724	271	269
1179	1,1,1,2,9,21,7,4,2,4,20,34,0,32,2,25	0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1	1,2,0,0,14,9,2,3,9,36,21,29,0,14,3,17	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0	358	269
1180	0,0,0,2,0,7,6,1,1,1,6,23,0,13,1,8	0,8,3,7,9,13,4,2,0,2,32,44,0,15,5,1	0,1,0,1,8,2,5,4,0,1,22,3,0,18,0,6	1,1,0,0,30,8,6,5,1,4,53,8,0,25,2,23	283	269
1181	0,3,0,3,1,7,0,0,1,0,14,20,0,10,2,5	1,10,2,4,1,14,12,7,1,6,24,68,0,20,4,7	0,0,0,2,11,9,1,3,2,0,15,6,0,11,0,7	2,0,2,4,17,22,5,8,8,11,41,14,0,18,1,22	301	269
1187	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	4,3,4,15,0,20,0,4,15,5,5,15,2,11,8,19	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2	3,7,5,5,11,23,0,8,3,0,3,4,0,11,7,21	316	269
1188	0,8,2,5,0,3,1,0,0,6,7,31,1,1,1,0	0,0,1,4,0,0,0,0,2,0,0,4,0,0,0,0	0,0,3,2,3,2,0,1,3,0,7,9,1,6,4,5	0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,0	310	269
1191	39,163,156,184,287,154,101,197,273,365,494,389,16,440,147,548	1,1,4,3,0,4,0,3,1,0,8,8,0,6,1,1	160,196,231,303,247,131,70,179,274,225,472,251,23,263,115,354	2,4,0,3,5,0,3,0,0,0,7,4,0,3,0,1	298	269
1194	1,10,8,11,85,11,23,68,1,59,280,82,0,96,18,112	26,98,81,130,264,127,60,295,33,276,555,343,11,334,132,397	1,5,9,15,79,14,18,49,16,40,154,42,3,57,9,59	6,89,94,140,264,95,45,209,172,218,396,223,9,227,91,238	298	269
1201	0,0,3,4,6,0,1,1,2,0,5,13,0,4,5,5	1,9,3,4,21,6,10,8,5,13,40,158,0,24,2,17	1,2,5,2,3,2,0,3,5,0,26,3,0,2,4,0	6,1,10,5,19,13,4,15,3,21,37,68,0,21,5,12	327	269
1204	0,5,11,5,8,11,6,2,0,1,8,22,1,27,0,4	0,2,0,0,0,1,1,0,0,0,1,0,0,0,3,1	0,11,8,5,4,6,19,1,4,1,10,0,0,20,7,14	0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0	538	269
1205	0,8,6,0,0,5,1,0,0,0,0,0,0,1,0,3	0,10,14,0,4,26,0,0,0,22,0,0,0,10,0,25	0,5,4,0,0,4,0,0,0,5,0,0,0,3,1,4	2,19,22,0,1,42,2,1,5,39,0,0,0,7,0,28	272	269
1206	0,13,21,6,0,3,0,2,1,0,4,0,0,0,3,0	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0	0,18,57,0,0,5,0,0,7,0,1,0,0,0,1,0	0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0	369	269
1208	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,3,1,0,0,0,0,3,0,0,1,0,0	282	269
1210	0,0,1,0,0,2,0,0,0,0,3,6,0,1,0,4	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0	1,0,0,0,1,0,0,0,0,0,2,2,0,2,0,2	0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0	307	269
1213	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,1,0,0,0,51,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0	0,0,3,0,0,0,55,0,0,0,3,0,0,0,0,0	298	269
1214	0,1,5,7,0,4,2,2,3,6,1,0,0,3,0,4	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	3,0,1,5,5,0,0,0,3,6,3,0,0,3,0,4	0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	272	269
1217	0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0	1,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0	277	269
1222	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,2,0,4,0,0,1,0,0,0,1,9,0,4,0,0	0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0	0,1,1,0,3,0,2,0,6,0,4,11,0,1,1,2	279	269
1223	4,18,27,33,6,28,11,20,15,7,44,69,0,30,52,11	1,1,1,2,2,1,1,1,1,0,2,8,0,2,3,1	1,11,16,12,23,17,12,20,18,11,44,29,7,17,32,13	0,0,3,3,0,1,2,0,0,0,2,2,0,9,0,0	279	269
1226	0,2,0,2,1,0,3,0,7,0,0,2,0,2,3,0	0,0,0,0,0,1,1,0,0,0,6,1,0,1,0,4	0,0,3,0,0,1,5,2,0,0,1,0,0,1,1,0	1,0,0,0,0,0,1,0,3,0,1,1,0,0,1,0	286	269
1229	0,0,0,0,4,1,0,0,2,255,0,195,0,15,0,175	0,0,0,0,2,0,0,0,1,126,1,162,0,6,1,142	0,0,0,0,53,0,0,0,6,221,0,103,0,48,0,473	0,0,0,0,29,0,0,0,10,163,0,81,0,20,0,297	292	269
1230	0,0,2,2,0,6,0,0,0,0,0,3,1,0,4,0	0,6,8,6,0,7,0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,13,0,0,0,0,1,1,2,0,0,0	0,7,7,1,0,14,0,0,3,0,0,0,0,0,2,0	538	269
1231	0,0,2,2,0,6,0,0,0,0,0,3,1,0,4,0	0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,13,0,0,0,0,1,1,2,0,0,0	0,1,1,0,0,0,0,0,5,0,0,0,0,0,1,0	538	269
1232	0,6,8,6,0,7,0,0,0,0,0,0,0,0,1,0	0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0	0,7,7,1,0,14,0,0,3,0,0,0,0,0,2,0	0,1,1,0,0,0,0,0,5,0,0,0,0,0,1,0	339	269
1233	28,55,57,123,483,184,71,957,181,270,755,657,17,393,163,348	2,0,0,2,13,3,4,14,5,0,10,7,0,7,2,1	21,68,51,100,321,140,71,613,138,160,610,456,19,282,109,299	0,0,1,4,8,7,0,12,0,0,21,6,1,3,2,4	302	269
1235	0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0	270	269
1237	0,4,22,5,43,19,1,21,22,107,50,58,0,91,0,71	0,0,0,0,0,0,0,0,1,0,5,4,0,2,0,0	0,8,8,19,49,29,0,18,54,57,33,45,0,62,1,70	0,0,3,0,0,0,0,0,4,2,0,0,0,1,0,1	368	269
1239	1,6,4,4,13,12,5,5,2,47,19,48,0,34,19,34	0,0,0,3,5,0,0,2,0,25,3,35,0,16,6,30	1,5,10,6,46,9,3,17,7,16,25,29,1,84,14,67	0,0,0,2,15,0,0,3,5,8,2,15,0,54,4,48	346	269
1241	0,3,5,1,0,4,1,1,7,0,2,0,0,1,3,0	4,7,0,0,0,4,1,1,8,5,3,0,0,1,2,0	1,2,12,6,0,0,1,0,0,0,1,0,0,0,1,0	4,10,0,7,2,0,1,1,0,0,3,0,1,0,3,2	388	269
1243	2,2,0,4,7,12,3,16,0,14,20,6,1,22,11,27	27,27,16,31,322,120,60,288,19,161,504,426,10,453,145,352	0,3,2,0,13,5,1,2,2,11,14,16,0,16,11,28	15,24,25,40,274,131,49,282,44,167,434,272,4,363,129,294	302	269
1246	0,0,0,0,0,3,1,0,0,0,5,0,2,1,5,1	1,1,3,0,0,2,1,0,0,0,1,0,0,0,7,2	0,2,0,0,1,1,4,0,2,3,4,0,1,6,4,2	0,0,0,0,2,3,0,0,0,0,0,0,0,1,3,0	287	269
1250	0,10,5,1,5,14,9,6,0,13,185,1,0,6,3,8	0,2,0,0,6,3,0,0,0,0,38,0,0,3,0,0	0,12,2,0,6,9,3,2,3,1,149,3,0,5,0,10	0,1,0,0,4,2,0,1,0,0,63,2,0,0,0,0	272	269
1251	0,13,8,0,5,9,8,0,2,0,75,1,0,0,1,0	1,8,10,0,5,5,4,1,0,0,93,0,0,4,0,7	0,6,0,0,13,15,7,0,2,2,60,1,0,2,0,5	0,17,6,1,6,1,5,0,0,0,55,0,0,0,0,2	284	269
1253	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1	1,0,0,0,1,0,0,0,1,9,0,0,1,2,0,0	0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1	0,1,0,0,0,1,0,0,0,0,0,5,0,1,0,0	289	269
1254	2,0,2,2,8,36,21,9,5,12,86,131,0,23,26,26	4,5,3,5,56,87,59,26,3,65,161,328,4,71,68,79	0,3,0,2,54,36,16,37,3,34,92,50,7,64,16,52	1,3,7,7,141,94,72,103,10,90,221,157,4,193,56,187	280	269
1255	0,4,1,0,2,0,0,0,1,18,2,0,0,3,1,6	1,15,16,3,25,5,4,4,10,56,43,13,1,41,12,20	0,10,0,1,1,3,6,0,0,14,5,0,0,8,0,3	1,25,13,8,23,8,3,7,28,62,52,0,0,39,4,18	382	269
1259	1,0,1,1,4,25,0,3,1,0,0,16,37,4,366,1	0,0,0,0,0,0,0,2,0,0,0,1,5,0,50,0	0,0,3,2,9,24,1,16,3,0,0,9,34,3,303,8	0,0,0,0,0,0,2,0,0,0,0,1,4,0,49,0	538	269
1260	0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	359	269
1261	0,1,0,2,4,0,2,0,1,0,0,0,0,3,0,0	0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1	0,3,0,3,0,1,1,0,0,0,1,0,0,0,0,1	0,0,6,0,0,0,1,0,0,0,0,0,0,1,0,0	359	269
1263	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,2,0,1,2,0,0,2,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,1,0,1,1,0,1,0,0,2,0,1,1,0,0	272	269
1266	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0	406	269
1267	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3	0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,2	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1	538	269
1270	4,8,6,3,2,4,0,2,9,1,5,3,3,5,1,2	40,47,109,53,181,72,92,156,129,74,264,604,13,212,97,88	11,15,12,3,2,1,3,2,10,3,2,3,0,0,2,2	57,72,95,100,119,73,71,152,81,106,292,478,14,162,68,140	538	269
1271	0,1,0,0,0,0,0,0,0,6,1,3,1,1,6,3	0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0	0,0,3,0,2,4,0,3,0,6,8,1,1,0,7,3	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1	538	269
1272	0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1	0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2	0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,5	0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,4	310	269
1273	0,0,1,3,0,2,0,2,0,1,0,6,5,0,2,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0	0,0,0,2,2,2,0,0,2,7,0,0,0,1,2,3	0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0	436	269
1276	1,14,11,3,33,24,13,47,18,103,84,87,0,84,23,111	0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2	1,18,7,10,72,27,6,41,20,67,105,80,1,98,18,145	0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0	274	269
1281	0,0,0,1,2,1,0,2,0,8,0,1,0,6,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,1,3,0,0,1,6,0,0,0,0,4,0,8	0,0,0,0,3,0,0,2,0,2,2,0,0,0,0,0	538	269
1282	0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0	5,0,8,10,29,46,44,14,22,61,61,40,0,53,16,45	0,0,0,0,0,2,3,2,0,0,4,0,0,0,0,1	7,2,4,7,15,52,40,28,27,23,25,8,0,27,13,51	272	269
1285	27,70,82,40,7,7,1,5,59,12,13,8,14,32,20,12	0,1,0,1,3,0,0,1,1,0,0,0,0,2,1,2	83,66,76,76,15,19,0,2,46,16,2,12,4,11,11,3	1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0	289	269
1289	1,1,0,3,7,10,5,1,0,1,11,28,0,5,2,16	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0	0,2,0,4,19,5,2,3,1,7,14,15,1,30,0,28	0,0,0,0,0,0,1,1,0,0,0,2,0,3,0,3	361	269
1294	0,2,0,0,1,2,2,3,2,0,6,3,0,2,3,0	42,141,114,141,157,65,201,101,365,151,333,397,8,221,118,108	2,12,0,5,1,0,7,3,2,0,16,7,0,1,1,2	160,150,186,393,105,73,205,110,314,157,421,359,10,151,88,95	312	269
1296	0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1	0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	319	269
1301	0,0,0,0,2,0,0,0,0,6,2,0,0,5,0,4	0,2,6,0,2,0,0,0,0,0,6,11,0,0,0,13	0,0,0,0,0,0,1,1,0,1,1,0,0,3,0,8	0,0,1,2,7,0,0,0,0,7,4,3,0,0,1,5	297	269
1302	0,5,1,0,4,4,0,0,0,28,10,6,0,21,0,32	0,0,0,0,0,1,0,0,0,3,2,0,0,4,0,7	0,0,1,0,7,5,2,8,0,22,4,2,0,14,0,24	0,0,0,0,0,1,0,0,0,0,0,1,0,6,0,1	297	269
1303	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0	0,0,0,0,1,0,0,0,0,13,0,0,0,3,0,1	274	269
1304	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,0,0,0,3,15,0,1,5,4,5,5,0,8,8,10	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2	0,4,0,2,1,4,0,3,1,7,4,3,0,10,5,12	272	269
1306	3,7,13,6,7,3,1,1,6,3,3,11,1,4,1,6	188,271,349,312,672,206,169,687,639,387,1057,770,79,629,218,446	19,6,2,7,3,2,2,4,4,5,3,5,0,7,2,4	942,407,311,504,283,191,151,363,372,252,778,708,118,288,241,269	305	269
1307	0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0	0,0,1,0,0,0,0,0,2,0,0,3,0,1,0,0	0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,1	0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0	305	269
1309	8,21,33,18,35,21,116,25,29,38,46,19,17,50,78,72	404,611,878,441,839,722,3364,607,880,1577,1352,670,698,1307,1929,1947	13,24,32,15,32,18,123,16,25,29,37,18,19,23,67,55	640,698,943,646,714,830,3107,495,586,1091,1264,524,755,816,1704,2099	373	269
1310	11,57,46,5,0,11,3,0,3,0,3,0,0,4,0,0	3,35,21,1,0,4,0,0,0,0,0,2,1,0,0,0	60,94,72,12,0,12,0,0,0,0,0,0,0,0,0,0	20,36,17,6,0,6,0,0,5,0,0,0,0,0,0,0	272	269
1311	0,9,19,0,0,1,0,0,0,0,0,0,0,1,0,0	0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0	5,9,8,2,0,0,0,0,0,0,0,0,0,0,0,0	0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0	272	269
1313	72,313,250,283,281,217,325,203,349,125,411,337,24,263,231,170	0,3,3,6,10,4,8,11,11,1,18,8,1,9,7,4	345,345,364,355,94,196,224,103,174,60,145,380,29,52,254,81	5,8,3,4,5,6,7,9,3,2,13,9,0,6,9,0	344	269
1314	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	0,0,0,2,1,1,0,0,0,0,2,0,0,0,0,0	0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	496	269
1315	3,7,8,16,14,244,28,0,3,9,62,8,6,2,10,7	2,6,4,12,4,54,12,0,3,0,21,5,2,10,0,5	0,1,11,24,17,237,24,0,10,6,62,3,4,7,1,14	0,1,7,10,4,41,23,0,3,9,26,3,0,2,4,5	496	269
1316	0,0,0,1,2,0,0,1,0,9,0,4,0,0,0,0	3,2,0,3,8,3,1,4,4,12,0,10,2,7,4,9	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	0,2,0,2,10,0,0,1,0,10,0,9,1,12,0,9	281	269
1317	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0	418	269
1318	29,68,49,53,253,87,26,251,215,199,203,359,13,241,69,221	6,23,25,23,44,23,7,13,45,33,51,52,9,56,41,48	51,67,59,85,183,84,22,258,163,134,217,338,5,134,57,181	20,23,20,14,31,17,9,19,29,45,55,82,1,39,27,26	391	269
